sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Female,25 - 45,African-American,F,36,4,0,0,0,0
Female,25 - 45,African-American,F,25,6,0,0,0,1
Male,25 - 45,Caucasian,M,32,4,0,0,0,1
Male,25 - 45,Caucasian,F,43,1,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,0
Male,25 - 45,African-American,M,26,8,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,Asian,M,34,0,0,0,0,0
Male,Greater than 45,Hispanic,M,46,1,0,0,0,0
Male,25 - 45,African-American,M,40,23,2,0,0,1
Male,25 - 45,Caucasian,M,38,3,0,0,0,0
Male,25 - 45,African-American,F,41,7,0,0,0,0
Male,25 - 45,Caucasian,F,25,7,0,0,0,1
Male,Less than 25,Caucasian,F,21,1,0,0,0,0
Female,Greater than 45,Caucasian,M,74,0,0,0,0,0
Male,25 - 45,Caucasian,M,41,5,0,0,0,1
Male,Greater than 45,African-American,F,57,11,0,0,0,1
Female,25 - 45,Hispanic,M,27,0,0,0,0,0
Male,25 - 45,African-American,M,30,1,0,1,0,0
Female,25 - 45,Caucasian,F,33,3,0,0,0,1
Male,Less than 25,Caucasian,M,24,2,0,0,0,0
Male,Greater than 45,Asian,F,52,0,0,0,0,0
Female,25 - 45,Caucasian,M,29,0,0,0,0,0
Female,25 - 45,Caucasian,F,42,0,0,0,0,1
Female,25 - 45,Caucasian,F,30,1,0,0,1,0
Male,25 - 45,African-American,F,33,0,0,0,0,0
Male,25 - 45,Hispanic,F,38,1,0,0,0,0
Male,Less than 25,African-American,F,21,2,0,0,1,1
Female,25 - 45,Caucasian,M,41,9,0,0,0,1
Female,25 - 45,African-American,M,28,5,0,0,0,0
Male,25 - 45,Hispanic,F,28,3,0,0,0,0
Female,Greater than 45,African-American,F,52,3,0,0,0,0
Male,Less than 25,Hispanic,F,21,1,0,0,3,0
Female,Less than 25,Hispanic,F,22,1,0,0,0,0
Male,25 - 45,Hispanic,F,32,3,0,0,0,0
Male,25 - 45,African-American,F,25,0,0,0,0,1
Female,25 - 45,African-American,M,27,0,0,0,0,0
Male,25 - 45,Caucasian,F,35,0,0,0,0,0
Male,25 - 45,African-American,M,40,2,0,0,0,0
Female,25 - 45,Other,F,29,0,0,0,0,0
Male,Less than 25,African-American,M,24,2,0,0,2,1
Male,Less than 25,African-American,F,24,10,5,1,0,1
Male,25 - 45,Hispanic,F,36,26,0,1,0,1
Male,Greater than 45,African-American,F,54,13,0,0,0,0
Male,25 - 45,Hispanic,F,26,5,0,0,0,0
Male,Greater than 45,Caucasian,F,50,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,Greater than 45,Hispanic,M,51,0,0,0,0,0
Male,Less than 25,African-American,F,24,2,0,0,2,1
Male,25 - 45,African-American,F,33,11,0,2,3,1
Male,25 - 45,African-American,M,29,3,0,0,0,0
Female,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,25 - 45,African-American,F,38,0,0,0,0,1
Male,Greater than 45,Caucasian,F,46,1,0,0,0,0
Male,25 - 45,African-American,M,33,9,0,0,2,1
Male,25 - 45,Hispanic,F,31,19,0,1,0,1
Male,Less than 25,Other,M,21,0,0,0,0,0
Male,Greater than 45,Other,M,60,1,0,0,0,1
Female,25 - 45,African-American,F,39,3,0,0,0,1
Male,Less than 25,African-American,F,23,1,0,0,0,0
Female,Less than 25,African-American,M,23,3,0,0,0,1
Male,25 - 45,African-American,F,35,4,0,0,0,0
Male,Greater than 45,Caucasian,F,49,12,0,0,0,1
Male,25 - 45,Other,M,26,1,0,0,0,0
Male,25 - 45,Caucasian,M,27,0,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,1,3,0
Female,25 - 45,African-American,F,29,0,0,0,0,1
Male,25 - 45,African-American,M,31,0,0,0,0,0
Male,25 - 45,Hispanic,F,31,5,0,0,0,1
Female,25 - 45,Hispanic,F,29,0,0,0,0,0
Female,Greater than 45,Caucasian,F,65,0,0,0,0,0
Female,25 - 45,Hispanic,M,34,1,0,0,0,0
Male,Less than 25,Caucasian,F,24,6,0,0,2,0
Male,Greater than 45,African-American,M,46,0,0,0,0,0
Male,25 - 45,Other,F,26,3,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,0,1
Male,25 - 45,African-American,F,29,16,0,0,0,1
Male,25 - 45,African-American,F,29,7,0,0,0,0
Female,Greater than 45,Caucasian,F,56,3,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,F,40,0,0,0,0,1
Male,Less than 25,African-American,M,22,2,0,0,0,1
Male,25 - 45,Caucasian,M,39,0,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,1,0,1
Female,25 - 45,Other,F,27,5,0,0,0,1
Male,25 - 45,Caucasian,F,36,1,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,0
Male,Greater than 45,Caucasian,F,56,17,0,0,0,1
Male,25 - 45,African-American,M,36,0,0,0,0,0
Male,25 - 45,African-American,M,38,5,0,0,0,0
Male,25 - 45,African-American,F,32,0,0,0,0,0
Female,25 - 45,African-American,F,34,5,0,0,0,1
Male,Less than 25,Other,M,23,0,0,0,0,0
Male,Greater than 45,Caucasian,M,52,0,0,0,0,0
Male,Less than 25,Caucasian,F,20,1,0,1,1,1
Male,25 - 45,African-American,M,38,5,0,0,0,0
Male,Greater than 45,Caucasian,M,46,0,0,0,0,0
Male,25 - 45,African-American,F,27,0,0,0,0,1
Male,Less than 25,African-American,F,20,2,0,0,0,1
Female,Greater than 45,African-American,M,51,1,0,0,0,0
Female,25 - 45,Caucasian,F,29,1,0,0,0,1
Female,25 - 45,African-American,F,35,7,0,0,0,1
Male,25 - 45,Caucasian,M,37,1,0,0,0,1
Male,Greater than 45,Caucasian,F,63,0,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,0
Male,25 - 45,African-American,F,27,1,0,0,0,1
Male,25 - 45,African-American,F,27,0,0,0,0,0
Male,Less than 25,African-American,M,24,2,0,0,0,1
Male,25 - 45,Hispanic,F,30,1,0,0,0,1
Male,25 - 45,African-American,M,32,13,0,1,0,1
Male,25 - 45,Caucasian,F,25,4,0,0,0,1
Male,Less than 25,African-American,M,24,10,2,1,0,0
Male,25 - 45,African-American,M,27,0,0,0,0,0
Female,Greater than 45,African-American,M,48,0,0,0,0,0
Female,25 - 45,African-American,M,26,1,0,0,0,0
Male,Greater than 45,Other,F,58,0,0,0,0,0
Male,Less than 25,Caucasian,F,23,1,0,0,2,1
Male,Less than 25,Caucasian,M,22,3,0,1,1,1
Female,Greater than 45,African-American,F,51,4,0,0,0,0
Male,25 - 45,African-American,F,41,0,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,M,32,1,0,0,0,0
Male,25 - 45,Other,M,26,0,0,0,0,0
Female,25 - 45,African-American,M,39,3,0,0,0,0
Female,Greater than 45,Other,M,48,0,0,0,0,0
Male,Greater than 45,Caucasian,M,46,0,0,0,0,0
Male,Greater than 45,Hispanic,M,56,2,0,0,0,0
Male,Less than 25,African-American,M,22,1,0,0,0,1
Male,25 - 45,Other,F,33,7,0,1,0,1
Male,25 - 45,African-American,F,36,2,0,0,0,1
Male,Less than 25,Native American,F,20,1,0,1,0,1
Male,25 - 45,Caucasian,M,32,0,0,0,0,0
Male,25 - 45,African-American,M,38,17,0,0,0,1
Male,Greater than 45,Hispanic,M,64,1,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Greater than 45,Caucasian,M,69,0,0,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,0,0
Female,25 - 45,African-American,M,27,1,0,0,0,1
Female,25 - 45,Caucasian,M,30,1,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,0,0,0
Female,25 - 45,Caucasian,F,43,0,0,0,0,0
Male,Less than 25,Hispanic,F,24,0,0,0,0,1
Male,Less than 25,Caucasian,M,22,2,0,0,0,1
Female,Greater than 45,Caucasian,M,55,0,0,0,0,0
Male,25 - 45,Hispanic,M,34,0,0,0,0,0
Male,Less than 25,African-American,F,20,1,0,0,2,0
Male,Less than 25,African-American,M,22,1,0,0,0,1
Male,25 - 45,African-American,F,29,15,0,4,1,1
Male,25 - 45,Caucasian,F,33,9,0,0,0,1
Male,Greater than 45,Caucasian,F,55,7,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,0,0,0
Male,Greater than 45,African-American,F,55,1,0,0,0,0
Female,25 - 45,Caucasian,F,43,0,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,3,1
Male,25 - 45,African-American,F,38,6,1,0,0,0
Male,Less than 25,African-American,F,23,0,0,0,0,0
Female,25 - 45,Caucasian,M,28,1,0,0,0,0
Male,Greater than 45,Other,F,45,0,0,0,0,0
Male,25 - 45,African-American,F,39,1,0,0,0,0
Male,Greater than 45,Caucasian,M,79,1,0,0,0,0
Male,Greater than 45,Caucasian,F,48,1,0,0,0,0
Male,Less than 25,Hispanic,F,20,2,0,2,1,1
Male,25 - 45,African-American,M,31,5,1,0,0,0
Male,25 - 45,Caucasian,M,30,4,0,1,0,1
Male,25 - 45,African-American,F,32,5,0,0,0,1
Male,Greater than 45,Caucasian,M,56,1,0,0,0,0
Female,25 - 45,African-American,M,28,0,0,0,0,1
Male,25 - 45,African-American,M,43,2,0,0,0,0
Male,Less than 25,Hispanic,F,20,0,0,0,2,0
Male,25 - 45,African-American,F,27,21,0,0,0,1
Male,25 - 45,African-American,M,41,0,0,0,0,0
Male,Less than 25,Other,F,24,1,0,0,0,0
Male,25 - 45,African-American,M,43,3,0,0,0,1
Female,25 - 45,African-American,F,33,1,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,34,3,0,0,0,0
Male,25 - 45,Caucasian,M,36,0,0,0,0,0
Male,Greater than 45,Caucasian,F,69,0,0,0,0,0
Male,25 - 45,Caucasian,F,32,5,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Greater than 45,Caucasian,F,46,0,0,0,0,0
Male,25 - 45,Caucasian,M,34,1,0,0,0,0
Female,25 - 45,Hispanic,M,32,0,0,0,0,0
Male,25 - 45,African-American,M,39,0,0,0,0,0
Male,25 - 45,African-American,M,25,6,0,0,1,1
Female,Less than 25,Hispanic,M,21,0,0,0,1,1
Male,Greater than 45,African-American,F,63,9,0,0,0,1
Male,Less than 25,Caucasian,F,24,8,0,0,0,1
Male,25 - 45,Caucasian,M,29,2,0,0,0,0
Male,Less than 25,African-American,F,20,3,0,3,0,1
Female,25 - 45,Caucasian,M,40,0,0,0,0,0
Male,25 - 45,African-American,F,30,7,0,0,0,1
Male,25 - 45,Caucasian,M,36,10,0,0,0,1
Male,Greater than 45,Caucasian,F,50,5,0,0,0,0
Male,25 - 45,African-American,M,37,4,0,0,0,1
Male,25 - 45,African-American,F,34,1,0,0,0,0
Female,25 - 45,Hispanic,F,35,0,0,0,0,0
Female,25 - 45,African-American,M,31,1,0,0,0,1
Male,Less than 25,Caucasian,F,23,10,0,0,1,0
Male,Less than 25,Hispanic,F,22,0,0,0,0,1
Male,25 - 45,Caucasian,F,37,2,0,0,0,1
Male,Less than 25,Other,F,20,0,0,0,0,0
Male,Greater than 45,African-American,F,54,22,0,0,0,1
Male,25 - 45,Caucasian,F,26,2,0,0,0,0
Male,25 - 45,African-American,F,34,12,0,0,0,1
Male,Greater than 45,Caucasian,M,59,2,0,0,0,1
Male,Greater than 45,Caucasian,F,45,2,0,0,0,0
Male,25 - 45,Caucasian,M,37,2,0,0,0,0
Male,25 - 45,Other,F,38,0,0,0,0,1
Male,Greater than 45,Caucasian,F,45,1,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,0
Male,Less than 25,African-American,F,24,3,0,0,1,1
Male,25 - 45,African-American,F,25,5,0,0,0,0
Male,Less than 25,African-American,F,24,6,0,0,0,1
Female,Greater than 45,African-American,M,52,3,0,0,0,0
Male,Less than 25,African-American,M,20,1,0,0,0,1
Male,25 - 45,African-American,F,32,6,0,0,0,0
Female,25 - 45,Caucasian,F,32,2,0,0,0,1
Male,25 - 45,Caucasian,F,39,8,0,0,0,0
Male,Greater than 45,African-American,F,49,3,0,0,0,1
Male,Less than 25,African-American,F,20,1,1,0,0,1
Male,25 - 45,Caucasian,F,31,11,0,0,0,1
Male,Greater than 45,Caucasian,F,58,7,0,0,0,1
Male,Greater than 45,Hispanic,M,50,2,0,0,0,0
Male,25 - 45,African-American,F,26,11,0,1,1,1
Male,Less than 25,African-American,F,20,1,1,0,0,0
Male,25 - 45,Caucasian,F,39,1,0,0,0,0
Male,Greater than 45,Caucasian,M,51,1,0,0,0,1
Male,25 - 45,African-American,M,30,2,0,0,0,0
Male,25 - 45,Other,M,39,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,9,1,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,0,0
Male,25 - 45,African-American,F,35,13,1,0,0,1
Male,Less than 25,Other,M,20,0,0,0,0,0
Female,Greater than 45,Caucasian,F,51,7,0,0,0,0
Female,25 - 45,Caucasian,F,26,0,0,0,0,0
Male,25 - 45,African-American,F,26,5,0,0,0,0
Male,Less than 25,Caucasian,F,20,0,0,0,2,0
Male,25 - 45,African-American,F,28,0,0,0,0,1
Male,Less than 25,African-American,M,23,1,0,1,2,1
Female,Less than 25,African-American,M,21,0,0,0,0,0
Male,25 - 45,Other,F,25,0,0,0,0,1
Male,25 - 45,Caucasian,F,30,0,0,0,0,0
Male,Less than 25,Caucasian,F,21,2,0,2,7,1
Male,Less than 25,Caucasian,F,20,1,1,0,0,1
Male,Less than 25,Caucasian,F,24,5,0,0,0,1
Male,25 - 45,African-American,F,35,22,0,0,0,1
Female,25 - 45,Other,F,27,0,0,0,0,1
Male,Greater than 45,Caucasian,F,50,2,0,0,0,1
Male,25 - 45,African-American,M,25,5,0,0,0,0
Female,Greater than 45,Caucasian,F,48,1,0,0,0,0
Male,25 - 45,African-American,M,31,12,1,1,1,1
Male,25 - 45,African-American,F,26,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,25 - 45,Other,F,33,2,0,0,0,1
Male,Greater than 45,Caucasian,F,52,1,0,0,0,0
Male,25 - 45,Hispanic,M,37,0,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,0,0,0,0
Female,Less than 25,Caucasian,F,20,0,0,0,0,1
Male,25 - 45,Hispanic,M,43,1,0,0,0,1
Male,25 - 45,Caucasian,F,30,1,0,0,0,1
Female,25 - 45,African-American,M,33,3,0,0,0,1
Male,Less than 25,African-American,F,24,3,0,0,0,0
Female,Greater than 45,Hispanic,M,52,0,0,0,0,1
Female,25 - 45,African-American,F,30,11,0,0,0,1
Female,25 - 45,Caucasian,M,30,0,0,0,0,0
Male,Greater than 45,African-American,F,47,13,0,0,0,1
Male,25 - 45,African-American,M,41,9,0,1,0,0
Male,Less than 25,Hispanic,F,21,4,1,0,0,1
Male,Greater than 45,Hispanic,F,53,1,0,0,0,0
Male,Greater than 45,Caucasian,F,48,6,0,0,0,0
Male,Greater than 45,African-American,F,52,2,0,0,0,1
Female,25 - 45,African-American,M,34,1,0,0,0,0
Male,25 - 45,Caucasian,F,35,0,0,0,0,1
Male,25 - 45,Other,F,25,1,0,0,0,1
Male,25 - 45,Other,F,39,1,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,0,1,1
Female,Greater than 45,Caucasian,F,48,17,0,0,0,0
Male,25 - 45,Hispanic,F,31,1,0,0,0,0
Male,25 - 45,Hispanic,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,43,3,0,0,0,1
Male,25 - 45,African-American,M,25,1,0,0,0,0
Male,25 - 45,African-American,F,34,20,0,1,0,1
Male,25 - 45,African-American,F,25,2,0,0,0,1
Male,Less than 25,Hispanic,F,24,4,1,0,0,1
Male,Greater than 45,Caucasian,F,56,6,0,0,0,0
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,Less than 25,Caucasian,M,21,0,0,0,0,0
Male,Greater than 45,Caucasian,M,66,0,0,0,0,0
Male,25 - 45,African-American,M,28,7,0,0,0,0
Male,25 - 45,Caucasian,M,29,0,0,0,0,0
Male,Less than 25,Caucasian,F,22,3,0,0,0,1
Male,25 - 45,Caucasian,F,39,0,0,0,0,0
Male,25 - 45,African-American,M,33,9,0,0,1,1
Male,25 - 45,Caucasian,F,29,2,0,0,0,1
Male,25 - 45,Caucasian,F,31,1,0,0,0,0
Male,Less than 25,African-American,M,22,0,0,0,0,0
Female,Less than 25,Caucasian,M,22,0,0,0,0,0
Male,25 - 45,Caucasian,F,35,3,0,0,2,0
Male,25 - 45,Caucasian,F,29,3,0,0,0,1
Female,25 - 45,African-American,F,37,0,0,0,0,0
Female,25 - 45,African-American,F,30,0,0,0,0,0
Male,Greater than 45,Caucasian,F,56,1,0,0,0,0
Female,25 - 45,African-American,F,34,0,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,0,1
Male,25 - 45,African-American,F,27,1,1,0,0,1
Male,25 - 45,Caucasian,F,43,2,0,0,0,0
Male,25 - 45,Caucasian,F,38,0,0,0,0,0
Male,25 - 45,Caucasian,F,39,3,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,0,1,1
Male,25 - 45,African-American,M,26,2,0,0,0,0
Female,Greater than 45,Caucasian,M,55,0,0,0,0,0
Male,25 - 45,African-American,F,35,1,0,0,0,1
Male,Greater than 45,African-American,F,61,25,0,0,0,0
Male,25 - 45,Other,M,33,0,0,0,0,0
Male,25 - 45,Caucasian,F,40,4,0,0,0,0
Male,25 - 45,African-American,F,33,3,0,0,0,0
Male,25 - 45,Caucasian,F,26,0,0,0,0,1
Male,25 - 45,Caucasian,F,32,15,0,1,0,1
Male,25 - 45,African-American,F,28,0,0,0,0,0
Male,Greater than 45,Caucasian,M,45,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,0,0,0,0,1
Female,Greater than 45,Caucasian,F,57,4,0,0,0,0
Male,25 - 45,African-American,F,26,3,0,0,0,1
Male,25 - 45,African-American,F,35,1,0,0,0,0
Male,Greater than 45,Hispanic,F,54,0,0,0,0,0
Female,25 - 45,African-American,F,29,0,0,0,0,0
Female,25 - 45,Caucasian,M,40,0,0,0,0,0
Male,25 - 45,Caucasian,F,28,1,0,0,0,1
Female,25 - 45,African-American,M,25,0,0,0,1,0
Male,25 - 45,African-American,M,44,3,0,0,0,0
Male,Greater than 45,Caucasian,M,48,1,0,0,0,0
Female,Greater than 45,Caucasian,F,59,1,0,0,0,0
Male,Less than 25,Caucasian,F,23,4,0,0,1,1
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,Greater than 45,Caucasian,M,56,0,0,0,0,0
Female,25 - 45,African-American,M,27,0,0,0,0,0
Female,25 - 45,Caucasian,M,29,0,0,0,0,0
Female,25 - 45,Caucasian,M,34,4,0,0,0,0
Female,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,Caucasian,F,40,5,0,0,0,1
Male,25 - 45,Caucasian,F,31,0,0,0,0,0
Male,Greater than 45,African-American,F,47,3,0,0,0,0
Male,Less than 25,African-American,F,24,8,0,0,0,1
Female,Less than 25,Caucasian,F,20,1,0,0,0,0
Male,25 - 45,African-American,F,39,4,0,0,0,0
Male,25 - 45,African-American,F,29,10,0,0,0,1
Male,25 - 45,Hispanic,F,30,2,0,0,0,0
Female,25 - 45,African-American,F,26,4,0,0,0,1
Male,Greater than 45,African-American,M,61,2,0,0,0,0
Male,25 - 45,Hispanic,M,37,3,0,0,0,0
Male,25 - 45,Other,F,38,1,0,0,0,1
Male,Less than 25,Caucasian,F,24,2,0,0,0,1
Male,25 - 45,African-American,M,30,0,0,0,0,0
Male,Less than 25,African-American,M,20,0,0,0,1,1
Male,Greater than 45,African-American,F,56,22,0,0,0,1
Female,Greater than 45,Caucasian,F,50,3,0,0,0,1
Male,Greater than 45,Other,F,47,0,0,0,0,0
Male,Greater than 45,Caucasian,F,56,5,0,0,0,0
Female,Greater than 45,Hispanic,F,58,1,0,0,0,0
Male,25 - 45,African-American,F,30,10,0,0,0,1
Male,25 - 45,African-American,M,28,12,0,0,0,1
Male,Greater than 45,African-American,M,59,1,0,0,0,0
Male,Less than 25,African-American,F,20,1,1,0,0,1
Male,Less than 25,Caucasian,M,23,4,0,1,0,1
Female,25 - 45,Caucasian,F,28,2,0,0,0,1
Male,Greater than 45,Hispanic,F,50,3,0,0,0,1
Male,25 - 45,Caucasian,M,35,3,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,1
Female,25 - 45,Hispanic,F,41,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,Greater than 45,African-American,M,46,3,0,0,0,1
Male,Greater than 45,African-American,F,61,8,0,0,0,1
Male,25 - 45,African-American,F,26,5,0,0,0,0
Male,25 - 45,Caucasian,F,44,1,0,0,0,0
Female,25 - 45,African-American,M,34,0,0,0,0,1
Male,25 - 45,Caucasian,F,29,1,0,0,0,1
Male,Less than 25,Hispanic,F,20,1,0,0,0,1
Male,25 - 45,African-American,M,29,8,0,0,0,0
Male,Greater than 45,African-American,F,48,5,0,0,0,1
Female,25 - 45,African-American,M,31,0,0,0,0,0
Male,Less than 25,Caucasian,F,21,2,0,0,0,0
Male,25 - 45,Caucasian,F,34,4,0,0,0,0
Male,Greater than 45,African-American,F,54,21,0,0,0,0
Male,Less than 25,Caucasian,F,20,4,0,4,0,0
Male,25 - 45,Caucasian,F,31,1,0,0,0,1
Male,Less than 25,Caucasian,M,22,0,0,0,0,0
Male,25 - 45,African-American,M,36,6,0,0,0,0
Male,25 - 45,African-American,F,34,9,3,1,0,1
Male,25 - 45,Caucasian,M,36,3,0,0,0,0
Male,25 - 45,African-American,F,32,3,0,0,0,1
Male,Greater than 45,African-American,M,50,15,0,0,0,0
Male,Greater than 45,Native American,F,47,22,4,0,0,1
Female,Greater than 45,Other,M,49,0,0,0,0,0
Female,25 - 45,African-American,F,25,7,0,0,0,1
Male,25 - 45,African-American,M,31,1,0,0,0,0
Male,Greater than 45,African-American,F,49,10,0,0,0,1
Male,Less than 25,African-American,F,21,2,1,0,1,0
Female,25 - 45,African-American,F,26,5,0,0,0,1
Male,25 - 45,Other,F,29,0,0,0,0,0
Male,Greater than 45,Hispanic,F,61,0,0,0,0,0
Female,25 - 45,Caucasian,F,25,2,0,0,0,1
Female,25 - 45,Other,F,26,1,0,0,0,0
Male,25 - 45,Caucasian,F,38,5,0,0,0,0
Male,25 - 45,Caucasian,M,35,2,0,0,0,0
Male,Greater than 45,African-American,F,50,10,0,0,0,0
Male,Greater than 45,Other,F,55,8,0,0,0,1
Male,25 - 45,African-American,F,32,4,0,0,0,1
Male,25 - 45,Caucasian,F,29,1,0,0,0,0
Male,Greater than 45,Caucasian,F,46,0,0,0,0,0
Male,Greater than 45,Caucasian,M,53,1,0,0,0,0
Female,25 - 45,Caucasian,F,27,1,0,0,0,1
Male,25 - 45,Caucasian,F,29,4,0,0,0,0
Male,25 - 45,Other,F,26,0,0,0,0,1
Male,Less than 25,African-American,M,23,3,0,0,0,1
Male,25 - 45,Hispanic,M,43,3,0,0,0,1
Male,Less than 25,Caucasian,M,24,1,0,0,0,0
Male,25 - 45,African-American,F,33,18,0,0,0,1
Male,25 - 45,African-American,M,32,1,0,0,0,1
Female,25 - 45,African-American,F,38,7,0,0,0,1
Male,25 - 45,African-American,F,40,20,0,0,0,0
Female,Greater than 45,Other,F,55,5,0,0,0,1
Female,25 - 45,African-American,M,36,1,0,0,0,0
Male,25 - 45,African-American,F,34,16,0,0,0,1
Male,25 - 45,Caucasian,M,41,1,0,0,0,1
Male,Greater than 45,Caucasian,F,57,7,0,0,0,0
Male,25 - 45,African-American,F,26,1,0,0,0,0
Male,25 - 45,Caucasian,F,39,2,0,0,0,1
Male,Greater than 45,African-American,F,45,0,0,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,1,0
Female,Greater than 45,Caucasian,F,48,0,0,0,0,0
Male,Greater than 45,Caucasian,M,52,7,0,0,0,0
Male,Less than 25,Hispanic,F,22,2,0,0,0,1
Female,25 - 45,African-American,M,43,0,0,0,0,0
Male,25 - 45,African-American,F,35,2,0,0,0,0
Male,Less than 25,Caucasian,F,24,3,0,0,0,0
Male,25 - 45,African-American,F,27,11,0,0,0,1
Male,Less than 25,Hispanic,F,23,2,0,1,0,0
Male,Greater than 45,African-American,F,56,28,0,0,0,0
Male,25 - 45,African-American,F,28,2,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,M,33,5,0,0,0,1
Male,25 - 45,African-American,F,25,1,0,0,0,1
Male,25 - 45,African-American,F,36,17,0,2,0,1
Female,25 - 45,Caucasian,F,25,0,0,0,0,0
Male,25 - 45,Other,F,31,3,0,0,0,0
Male,Greater than 45,Caucasian,M,46,0,0,0,0,0
Female,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,28,4,0,0,0,1
Male,25 - 45,African-American,M,28,12,0,0,1,1
Male,Less than 25,African-American,M,23,0,0,0,0,1
Male,Less than 25,Other,M,24,0,0,0,0,0
Male,25 - 45,Hispanic,M,40,0,0,0,0,0
Male,25 - 45,Hispanic,M,36,1,0,0,0,0
Male,Greater than 45,Caucasian,M,50,1,0,0,0,1
Male,25 - 45,Hispanic,M,33,1,0,0,0,0
Male,Less than 25,Caucasian,M,24,0,0,0,0,0
Female,Greater than 45,African-American,F,55,2,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,1
Male,25 - 45,African-American,F,38,14,0,0,0,0
Male,25 - 45,African-American,F,31,1,0,0,0,0
Female,25 - 45,African-American,F,30,3,0,0,0,0
Male,Greater than 45,Caucasian,F,52,1,0,0,0,0
Male,25 - 45,African-American,F,37,16,0,0,0,1
Female,25 - 45,Caucasian,M,41,1,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,0,1
Male,Less than 25,Caucasian,M,21,0,0,0,0,1
Male,Less than 25,Caucasian,M,22,1,0,0,0,0
Male,25 - 45,African-American,M,38,7,0,0,0,0
Male,25 - 45,African-American,F,31,0,0,0,0,0
Male,25 - 45,Caucasian,F,28,0,0,0,0,0
Male,Less than 25,Hispanic,F,21,2,0,1,0,1
Male,25 - 45,African-American,F,39,1,0,0,0,0
Male,25 - 45,African-American,F,34,22,0,0,0,1
Male,25 - 45,Caucasian,F,32,2,0,1,0,0
Male,Greater than 45,Hispanic,M,45,0,0,0,0,0
Male,25 - 45,African-American,M,36,7,0,0,2,0
Male,Less than 25,African-American,M,24,0,0,0,0,1
Male,25 - 45,African-American,F,27,9,0,0,0,1
Male,25 - 45,Hispanic,F,30,0,0,0,0,0
Male,Greater than 45,African-American,M,61,8,0,0,0,0
Male,25 - 45,African-American,F,43,2,0,0,0,0
Male,25 - 45,African-American,F,26,1,0,0,0,0
Male,25 - 45,African-American,F,32,7,0,3,0,0
Female,Greater than 45,Caucasian,F,57,2,0,0,0,0
Female,25 - 45,Caucasian,M,40,0,0,0,0,0
Male,25 - 45,Caucasian,F,33,6,0,0,0,1
Male,25 - 45,African-American,F,30,2,0,0,0,1
Male,25 - 45,Caucasian,M,29,1,0,0,0,0
Female,Less than 25,Caucasian,F,21,1,0,0,0,0
Male,25 - 45,African-American,M,36,2,0,0,0,0
Male,Greater than 45,African-American,F,59,17,0,0,0,0
Male,25 - 45,African-American,F,35,6,0,0,0,1
Male,Greater than 45,Hispanic,M,49,0,0,0,0,0
Male,25 - 45,Hispanic,F,26,5,0,0,0,1
